Index,Name,Status
0,traditional_image_1.jpg,positive
1,traditional_image_10014.jpg,positive
2,traditional_image_10026.jpg,negative
3,traditional_image_10072.jpg,positive
4,traditional_image_10125.jpg,positive
5,traditional_image_1022.jpg,negative
6,traditional_image_10230.jpg,negative
7,traditional_image_10241.jpg,positive
8,traditional_image_10250.jpg,negative
9,traditional_image_10255.jpg,positive
10,traditional_image_10288.jpg,negative
11,traditional_image_10289.jpg,negative
12,traditional_image_10295.jpg,positive
13,traditional_image_10312.jpg,negative
14,traditional_image_1035.jpg,negative
15,traditional_image_10362.jpg,positive
16,traditional_image_10458.jpg,positive
17,traditional_image_1047.jpg,negative
18,traditional_image_1049.jpg,negative
19,traditional_image_10522.jpg,negative
20,traditional_image_10539.jpg,positive
21,traditional_image_10555.jpg,negative
22,traditional_image_10565.jpg,positive
23,traditional_image_10576.jpg,positive
24,traditional_image_10585.jpg,positive
25,traditional_image_10620.jpg,negative
26,traditional_image_10647.jpg,negative
27,traditional_image_1065.jpg,negative
28,traditional_image_10682.jpg,positive
29,traditional_image_10687.jpg,negative
30,traditional_image_10688.jpg,negative
31,traditional_image_10694.jpg,positive
32,traditional_image_10705.jpg,positive
33,traditional_image_10716.jpg,positive
34,traditional_image_10743.jpg,negative
35,traditional_image_10762.jpg,positive
36,traditional_image_10766.jpg,positive
37,traditional_image_10776.jpg,positive
38,traditional_image_10830.jpg,positive
39,traditional_image_10838.jpg,negative
40,traditional_image_10858.jpg,positive
41,traditional_image_10865.jpg,negative
42,traditional_image_1094.jpg,negative
43,traditional_image_10956.jpg,negative
44,traditional_image_10969.jpg,negative
45,traditional_image_11036.jpg,positive
46,traditional_image_11072.jpg,negative
47,traditional_image_11083.jpg,negative
48,traditional_image_11105.jpg,positive
49,traditional_image_11126.jpg,positive
50,traditional_image_11134.jpg,positive
51,traditional_image_11179.jpg,negative
52,traditional_image_11199.jpg,negative
53,traditional_image_11234.jpg,negative
54,traditional_image_11258.jpg,positive
55,traditional_image_11263.jpg,positive
56,traditional_image_11310.jpg,positive
57,traditional_image_11327.jpg,positive
58,traditional_image_11337.jpg,negative
59,traditional_image_11374.jpg,negative
60,traditional_image_1141.jpg,negative
61,traditional_image_11424.jpg,negative
62,traditional_image_11429.jpg,negative
63,traditional_image_11435.jpg,positive
64,traditional_image_1148.jpg,negative
65,traditional_image_11484.jpg,positive
66,traditional_image_11513.jpg,positive
67,traditional_image_11518.jpg,positive
68,traditional_image_1152.jpg,negative
69,traditional_image_11536.jpg,positive
