Index,Name,Status
0,farmhouse_image_10009.jpg,negative
1,farmhouse_image_10033.jpg,positive
2,farmhouse_image_10050.jpg,negative
3,farmhouse_image_10076.jpg,positive
4,farmhouse_image_10078.jpg,positive
5,farmhouse_image_10087.jpg,negative
6,farmhouse_image_10102.jpg,positive
7,farmhouse_image_10104.jpg,positive
8,farmhouse_image_10114.jpg,negative
9,farmhouse_image_10120.jpg,negative
10,farmhouse_image_10191.jpg,negative
11,farmhouse_image_10204.jpg,positive
12,farmhouse_image_1023.jpg,negative
13,farmhouse_image_10230.jpg,positive
14,farmhouse_image_10238.jpg,positive
15,farmhouse_image_10263.jpg,positive
16,farmhouse_image_10279.jpg,positive
17,farmhouse_image_1028.jpg,negative
18,farmhouse_image_10282.jpg,negative
19,farmhouse_image_10284.jpg,negative
20,farmhouse_image_10300.jpg,positive
21,farmhouse_image_10310.jpg,negative
22,farmhouse_image_10369.jpg,negative
23,farmhouse_image_10398.jpg,negative
24,farmhouse_image_10448.jpg,negative
25,farmhouse_image_10455.jpg,positive
26,farmhouse_image_10553.jpg,positive
27,farmhouse_image_10554.jpg,positive
28,farmhouse_image_10555.jpg,positive
29,farmhouse_image_10562.jpg,positive
30,farmhouse_image_10577.jpg,negative
31,farmhouse_image_10611.jpg,negative
32,farmhouse_image_10625.jpg,negative
33,farmhouse_image_10627.jpg,negative
34,farmhouse_image_10650.jpg,negative
35,farmhouse_image_10718.jpg,positive
36,farmhouse_image_10720.jpg,positive
37,farmhouse_image_10733.jpg,positive
38,farmhouse_image_10734.jpg,positive
39,farmhouse_image_10749.jpg,negative
40,farmhouse_image_10807.jpg,negative
41,farmhouse_image_10820.jpg,negative
42,farmhouse_image_10846.jpg,negative
43,farmhouse_image_10852.jpg,positive
44,farmhouse_image_10870.jpg,negative
45,farmhouse_image_10892.jpg,negative
46,farmhouse_image_1105.jpg,negative
47,farmhouse_image_1110.jpg,negative
48,farmhouse_image_1128.jpg,negative
49,farmhouse_image_1131.jpg,negative
50,farmhouse_image_1144.jpg,negative
51,farmhouse_image_118.jpg,negative
52,farmhouse_image_1181.jpg,positive
53,farmhouse_image_1194.jpg,negative
54,farmhouse_image_1202.jpg,negative
55,farmhouse_image_1274.jpg,positive
56,farmhouse_image_1301.jpg,positive
57,farmhouse_image_1320.jpg,negative
58,farmhouse_image_1335.jpg,positive
59,farmhouse_image_1344.jpg,negative
60,farmhouse_image_1353.jpg,negative
61,farmhouse_image_1370.jpg,positive
62,farmhouse_image_1395.jpg,negative
63,farmhouse_image_1442.jpg,positive
64,farmhouse_image_1506.jpg,negative
65,farmhouse_image_1580.jpg,negative
66,farmhouse_image_1597.jpg,negative
67,farmhouse_image_1599.jpg,positive
68,farmhouse_image_1633.jpg,negative
69,farmhouse_image_1683.jpg,negative
70,farmhouse_image_1687.jpg,negative
71,farmhouse_image_1695.jpg,positive
72,farmhouse_image_1708.jpg,negative
73,farmhouse_image_1710.jpg,negative
74,farmhouse_image_1769.jpg,positive
75,farmhouse_image_1787.jpg,negative
76,farmhouse_image_1817.jpg,positive
77,farmhouse_image_1871.jpg,positive
78,farmhouse_image_1923.jpg,negative
79,farmhouse_image_1924.jpg,positive
80,farmhouse_image_1972.jpg,negative
81,farmhouse_image_1975.jpg,negative
82,farmhouse_image_1981.jpg,negative
83,farmhouse_image_1992.jpg,negative
84,farmhouse_image_1999.jpg,negative
