Index,Name,Status
0,industrial_image_10007.jpg,negative
1,industrial_image_10040.jpg,negative
2,industrial_image_10044.jpg,negative
3,industrial_image_10076.jpg,positive
4,industrial_image_10093.jpg,negative
5,industrial_image_10104.jpg,negative
6,industrial_image_10113.jpg,negative
7,industrial_image_10117.jpg,negative
8,industrial_image_10128.jpg,positive
9,industrial_image_10130.jpg,negative
10,industrial_image_10139.jpg,positive
11,industrial_image_10169.jpg,negative
12,industrial_image_10183.jpg,positive
13,industrial_image_10206.jpg,negative
14,industrial_image_10211.jpg,negative
15,industrial_image_10245.jpg,negative
16,industrial_image_10267.jpg,negative
17,industrial_image_10309.jpg,negative
18,industrial_image_10344.jpg,negative
19,industrial_image_10361.jpg,negative
20,industrial_image_10362.jpg,negative
21,industrial_image_10511.jpg,positive
22,industrial_image_10550.jpg,negative
23,industrial_image_10577.jpg,negative
24,industrial_image_10587.jpg,positive
25,industrial_image_10610.jpg,negative
26,industrial_image_10611.jpg,negative
27,industrial_image_10641.jpg,negative
28,industrial_image_10656.jpg,negative
29,industrial_image_10673.jpg,positive
30,industrial_image_10697.jpg,negative
31,industrial_image_10779.jpg,negative
32,industrial_image_10808.jpg,negative
33,industrial_image_10810.jpg,negative
34,industrial_image_10821.jpg,negative
35,industrial_image_1083.jpg,negative
36,industrial_image_10840.jpg,negative
37,industrial_image_10863.jpg,positive
38,industrial_image_10870.jpg,negative
39,industrial_image_10875.jpg,negative
40,industrial_image_10892.jpg,negative
41,industrial_image_10898.jpg,negative
42,industrial_image_109.jpg,negative
43,industrial_image_10928.jpg,negative
44,industrial_image_10935.jpg,negative
45,industrial_image_10950.jpg,negative
46,industrial_image_10975.jpg,positive
47,industrial_image_10991.jpg,negative
48,industrial_image_10995.jpg,negative
49,industrial_image_11011.jpg,negative
50,industrial_image_11015.jpg,negative
51,industrial_image_11020.jpg,negative
52,industrial_image_11030.jpg,positive
53,industrial_image_11141.jpg,negative
54,industrial_image_11154.jpg,negative
55,industrial_image_11164.jpg,negative
56,industrial_image_11184.jpg,negative
57,industrial_image_11189.jpg,positive
58,industrial_image_11193.jpg,negative
59,industrial_image_11205.jpg,negative
60,industrial_image_11227.jpg,positive
61,industrial_image_11235.jpg,positive
62,industrial_image_11244.jpg,negative
63,industrial_image_11266.jpg,negative
64,industrial_image_11305.jpg,positive
65,industrial_image_11310.jpg,negative
66,industrial_image_11331.jpg,negative
67,industrial_image_11334.jpg,negative
68,industrial_image_11358.jpg,negative
69,industrial_image_11378.jpg,positive
70,industrial_image_11402.jpg,negative
71,industrial_image_11423.jpg,negative
72,industrial_image_11437.jpg,negative
73,industrial_image_11469.jpg,negative
74,industrial_image_11481.jpg,negative
75,industrial_image_11488.jpg,negative
76,industrial_image_1163.jpg,positive
77,industrial_image_1173.jpg,negative
78,industrial_image_1183.jpg,negative
79,industrial_image_1218.jpg,negative
80,industrial_image_122.jpg,negative
81,industrial_image_1252.jpg,positive
82,industrial_image_1305.jpg,negative
83,industrial_image_1314.jpg,negative
84,industrial_image_1342.jpg,negative
85,industrial_image_1359.jpg,negative
86,industrial_image_1361.jpg,negative
87,industrial_image_1410.jpg,positive
88,industrial_image_1421.jpg,negative
89,industrial_image_1428.jpg,negative
90,industrial_image_1470.jpg,positive
91,industrial_image_1553.jpg,positive
92,industrial_image_1565.jpg,negative
93,industrial_image_1598.jpg,negative
94,industrial_image_1631.jpg,negative
95,industrial_image_1643.jpg,negative
96,industrial_image_1667.jpg,negative
97,industrial_image_1690.jpg,negative
98,industrial_image_1706.jpg,positive
99,industrial_image_1711.jpg,negative
100,industrial_image_1731.jpg,negative
101,industrial_image_1764.jpg,negative
102,industrial_image_1771.jpg,negative
103,industrial_image_1787.jpg,negative
104,industrial_image_1788.jpg,negative
105,industrial_image_1794.jpg,negative
106,industrial_image_1798.jpg,negative
107,industrial_image_1808.jpg,negative
108,industrial_image_1829.jpg,negative
109,industrial_image_184.jpg,positive
110,industrial_image_1855.jpg,negative
111,industrial_image_1858.jpg,negative
112,industrial_image_1889.jpg,negative
113,industrial_image_1898.jpg,positive
114,industrial_image_1915.jpg,negative
115,industrial_image_2079.jpg,negative
116,industrial_image_2092.jpg,positive
117,industrial_image_2097.jpg,negative
118,industrial_image_210.jpg,negative
119,industrial_image_2142.jpg,negative
120,industrial_image_2156.jpg,negative
121,industrial_image_2188.jpg,negative
122,industrial_image_2225.jpg,negative
123,industrial_image_2246.jpg,negative
124,industrial_image_2280.jpg,positive
125,industrial_image_2317.jpg,negative
126,industrial_image_2327.jpg,negative
127,industrial_image_2336.jpg,positive
128,industrial_image_2352.jpg,negative
129,industrial_image_2364.jpg,negative
130,industrial_image_2397.jpg,negative
131,industrial_image_240.jpg,negative
132,industrial_image_242.jpg,positive
133,industrial_image_2438.jpg,positive
134,industrial_image_2592.jpg,positive
135,industrial_image_2602.jpg,negative
136,industrial_image_2620.jpg,negative
137,industrial_image_2629.jpg,negative
138,industrial_image_2702.jpg,negative
139,industrial_image_2714.jpg,negative
140,industrial_image_2721.jpg,positive
141,industrial_image_2728.jpg,positive
142,industrial_image_2738.jpg,negative
